종목코드,종목명,종가,RIM비교,만능비교,RIM80,RIM90,RIM100,만능80,만능90,만능100,기관평균,배당성향_당기,배당성향_1Y,배당성향_2Y,배당성향_3Y,배당수익률_당기,배당수익률_1Y,배당수익률_2Y,배당수익률_3Y,매출액증가율_1Y,매출액증가율_2Y,매출액증가율_3Y,매출액증가율_4Y,매출액증가율_5Y,영업이익증가율_1Y,영업이익증가율_2Y,영업이익증가율_3Y,영업이익증가율_4Y,영업이익증가율_5Y,ROE_당기,ROE_4Q,ROE_1Y,ROE_2Y,ROE_3Y,ROE_4Y,ROE_5Y,ROA_당기,ROA_1Y,ROA_2Y,ROA_3Y,ROA_4Y,ROA_5Y,매출_당기,매출_4Q,매출_1Y,매출_2Y,매출_3Y,매출_4Y,매출_5Y,순이익_당기,순이익_4Q,순이익_1Y,순이익_2Y,순이익_3Y,순이익_5Y,순차입금비율_1Y,순차입금비율_2Y,순차입금비율_3Y,이자보상배율_1Y,이자보상배율_2Y,이자보상배율_3Y,잉여현금흐름_1Y,잉여현금흐름_2Y,잉여현금흐름_3Y,총현금흐름_1Y,총현금흐름_2Y,총현금흐름_3Y,총투자_1Y,총투자_2Y,총투자_3Y,영업현금_1Y,영업현금_2Y,영업현금_3Y,투자현금_1Y,투자현금_2Y,투자현금_3Y,재무현금_1Y,재무현금_2Y,재무현금_3Y,기말현금및현금성자산_1Y,기말현금및현금성자산_2Y,기말현금및현금성자산_3Y,현금및현금성자산의증가_1Y,현금및현금성자산의증가_2Y,현금및현금성자산의증가_3Y,거래량_10D평균,주가증감_1D,주가증감_5D,주가증감_10D,주가증감_30D,개인매매_최근,개인매매_5D합,개인매매_10D합,개인매매_30D합,기관매매_최근,기관매매_5D합,기관매매_10D합,기관매매_30D합,외국인매_최근,외국인매매_5D합,외국인매매_10D합,외국인매매_30D합,외국인보유율_최근,외국인보유율증감_5D,외국인보유율증감_10D,외국인보유율증감_30D,소속,업종,핵심요약,설명1,설명2
016790,현대사료,16200,고가,고가,7371,6209,4521,4,4,5,,,480.93,18.96,-111.86,,0.76,0.8,0.5,-9.1,12.7,20.3,-18.2,-14.9,,378.5,-69.0,-20.7,7.8,,,0.22,5.58,-1.04,12.02,8.09,,0.13,3.39,-0.61,6.69,3.69,,,1075,1182,1048,871,1065,,,1,32,-5,35,16.7,40.3,30.1,,6.1,1.8,135,-54,-35,6,56,142,-129,110,177,132,-55,-158,-92,34,48,2,10,87,61,18,29,42,-11,-24,278875.6666666667,1.57,2.53,-1.22,20.0,973,2349,4782,27705,0,0,-570,0,-873,-3054,-3788,-24256,0.26,-0.1,0.04,-0.39,코스닥 제조,FICS  식료품,손상차손 발생,"동사는 1983년 천안 공장 및 서울 사무소를 설립하여 현재까지 양질의 배합사료를 공급하고 있는 사료 전문회사임. 동사는 농가 맞춤형 사료 공급시스템, 산란계 사료의 특화, 외부업체와 제품 품질 기술용역 계약 및 자체 연구를 통한 품질 개선, 특수 가공기술 확보 등의 특징으로 축산업계에서 인정받고 있음.  배합사료시장은 축산업, 육가공 등과 밀접한 상관관계에 있으므로 축산물의 물량 추이에 매우 직접적으로 영향을  받고 있음.","2020년 9월 전년동기 대비 별도기준 매출액은 7.2% 감소, 영업이익 적자전환, 당기순이익 적자전환. 제품 가격 상승에도 판매량 하락에 따라 매출액이 감소하였음. 손상차손 발생으로 영업이익은 적자전환 하였음.  배합사료 시장은 과점 시장의 형태를 보이고 있어 경쟁 상황은 장기적으로 안정화될 전망임. 배합사료로 사육하는 농가의 증가와 대규모화로 동사의 배합사료 매출은 일정 수준 이상의 규모를 유지할 것으로 기대됨. "
224110,에이텍티앤,39050,고가,고가,8511,8023,7206,2078,2337,2597,,,20.1,,17.18,,0.43,,1.33,-7.5,8.0,189.7,13.6,170.8,-7.9,-33.9,110.5,416.2,-26.3,,,5.3,5.28,7.21,26.08,2.52,,3.25,4.34,5.51,16.29,2.2,,,1184,1280,1186,409,360,,,26,25,31,7,,,,21.9,25.2,22.4,-6,121,60,90,77,85,96,-45,24,3,222,87,75,-162,-53,-134,40,-35,201,262,161,-61,101,-1,1079987.6666666667,-0.89,55.27,50.77,75.11,13287,-94971,-58957,-102725,-100,-205,-205,213,-11403,98233,60821,108421,2.4,-0.86,1.22,2.14,코스닥 IT H/W,FICS  전자 장비 및 기기,영업이익 감소,"동사는 2015년 주식회사 에이텍의 교통카드 솔루션 사업 부문을 인적분할해 설립되었으며, 교통카드 솔루션 개발·제조 및 기타 무선 통신 장비의 개발·제조를 주요 사업으로 함. 엘지씨앤에스로부터 분할 설립된 자동금융화기기 제조사 에이텍에이피를 연결대상 종속회사로 보유함. 동사의 매출 구성은 금융 자동화 81.27%, 교통카드 솔루션 18.73% 등으로 이루어짐.","2020년 9월 전년동기 대비 연결기준 매출액은 3.1% 증가, 영업이익은 58.3% 감소, 당기순이익은 4.4% 감소. 금융자동화 사업 부문은 전년 동기 대비 매출이 감소하였으나, 교통카드 솔루션 사업 부문 매출은 증가함. 이로 인해 전체 매출이 증가함. 매출은 내수 97.8%, 수출 2.2%로 구성됨. 중남미, 동남아시아 등 신흥국을 대상으로 시장 확대를 추진 중임."
036930,주성엔지니어링,11450,,,,,,,,,,,,12.47,11.04,,,0.86,1.55,-53.4,-3.2,-3.6,1.7,52.6,,-29.3,-1.3,10.6,146.8,,,-3.52,12.28,21.98,24.59,24.89,,-1.65,6.74,12.69,12.78,10.26,,,1185,2546,2630,2727,2680,,,-82,271,427,326,43.6,36.4,24.6,,25.1,38.1,59,-34,-283,-348,348,515,-407,382,798,16,573,-349,-846,-934,-491,876,393,455,185,137,106,48,31,-386,796761.9666666667,-1.72,1.33,7.01,2.23,20284,-159751,-56525,-218272,25246,78329,24669,-326305,-41518,111051,25599,619422,10.27,0.3,0.07,1.3,코스닥 IT H/W,FICS  반도체 및 관련장비,영업손실 발생 속 투자,"동사는 반도체 및 디스플레이, 태양전지, 신재생에너지, LED, OLED 제조장비의 제조 및 판매를 영위할 목적으로 1993년 04월 13일에 설립. 반도체 제조장비, 디스플레이 제조장비, 태양전지 제조장비, LED 및 OLED 제조장비 사업을 영위하고 있음. 또한 종속회사를 통하여 반도체 및 디스플레이, 태양전지, LED, OLED 제조장비의 부품 및 원자재 가공 제조, 관련 장비의 해외판매 및 서비스 업무 등을 영위하고 있음.","2020년 9월 전년동기 대비 연결기준 매출액은 55.2% 감소, 영업이익 적자전환, 당기순이익 적자전환. 반도체/디스플레이 고객사의 투자지연 및 감소에 따른 영향으로 매출액은 전년 동기 대비 하였으며, 이 여파로 영업이익과 당기순이익은 적자전환함.  OLED 및 10.5세대 대면적 양산라인 확대에 대응하여 신규 증착장비를 개발 완료함. 중소형 TFT Layer 확대 등 장비의 다각화로 디스플레이 사업부문의 매출 확대를 기대함."
033180,필룩스,3385,,,,,,,,,,,,,,,,,,-12.1,22.8,-1.8,3.9,13.7,-98.0,180.4,-87.7,-20.9,120.1,,,-17.37,-5.29,-7.95,5.07,7.74,,-11.78,-3.24,-4.45,2.09,4.34,,,1188,1351,1100,1120,1078,,,-470,-114,-100,55,14.4,22.9,45.3,0.0,0.4,0.3,-101,-65,-469,37,71,38,138,136,507,71,244,-229,-280,-1119,-558,-23,1046,902,188,417,219,-229,198,120,6284648.933333334,-2.31,-10.8,-17.14,-22.98,884036,1326591,1447631,2219248,-74103,-1387614,-1484978,-1512512,-803275,145722,137095,-561684,8.61,-0.16,-0.23,-0.99,"코스피 전기,전자",FICS  가정생활용품,영업이익 적자전환,"동사는 보암산업으로 설립되었으며, 2000년 필룩스로 상호를 변경함. 동사 및 종속회사는 조명사업부문, 부품사업부문, 소재사업부문, 바이오사업부문, 기타사업부문의 5개 사업부문 체제를 이룸.  동사는 감성조명 제품이 주생산품목이며, 품목으로는 LED감성조명 디바 3, 디바2, 모노레일 시리즈, 아웃도어 디바, LED감성조명 슬림라인, 고연색성 Luxfeel Series를 생산판매하고 있음.","2020년 9월 전년동기 대비 연결기준 매출액은 20.1% 감소, 영업이익 적자전환, 당기순이익 적자전환. 부품사업부문이 전체 매출액의 72.82%를 차지하고 있음. 조명사업부문은 20.17%를 차지함.  Flexible LED 제품과 DUAL LED 제품을 개발하여 곡선 연출, 생상, 색온도, 밝기 조정이 가능한 제품을 통해  새로운 조명 시장을 창출함으로써 LED 제품군에서도 큰 매출 증대가 예상됨."
110990,디아이티,9260,고가,고가,7046,6023,4509,54,61,68,,,,27.91,29.52,,,2.36,1.9,-75.9,54.5,-10.6,21.1,,,127.0,-48.9,32.8,,,,0.87,7.85,5.29,9.49,,,0.47,4.45,2.93,6.07,,,,286,1188,769,860,710,,,15,132,76,100,,,,,6.5,4.4,-549,125,-1136,24,137,63,573,12,1198,14,25,121,36,97,-507,-51,-48,333,335,349,279,-14,70,-53,73394.43333333333,0.33,-0.96,-1.7,-4.63,-1899,-7982,4356,15208,-120,-3146,-3578,11357,1804,12032,868,-18353,0.52,0.06,0.02,-0.09,코스닥 IT H/W,FICS  디스플레이 및 관련부품,외형 급감에 따른 영업손실 발생,"동사는 평판디스플레이 검사 장비, 레이저 응용장비, 2차전지 필름 검사장비 등을 제조 및 판매. 핵심 고유기술인 고속 영상처리 및 광학 설계 등의 Vision 기술을 기반으로 LCD와 OLED, TSP 등의 불량을 검사하는 검사장비, Film 검사장비, Laser Cutting 및 연마 장비사업을 영위. 기존의 광학 설계 및 S/W 처리 기술 등을 응용하여 영상처리 S/W 사업 및 3D 솔루션 사업분야에 신규투자를 진행 중.","2020년 9월 전년동기 대비 연결기준 매출액은 88.2% 감소, 영업이익 적자전환, 당기순이익 적자전환.  디스플레이 장비 사업부와 레이저 커팅 사업부의 부진으로 매출액이 크게 감소, 높은 비용부담으로 영업손실 기록. 동사의  수주잔고는 1,800억원을 넘어서고 있으나, 코로나19 에 따른 신규 투자 위축뿐만 아니라 매출 인식에 필요한 최종 검수 또한 지연되고 있음."
055490,테이팩스,53000,고가,고가,28378,31365,37485,30154,33923,37693,,,17.06,,,,1.33,,,5.5,3.8,2.5,66.5,-43.9,67.2,9.9,-37.0,123.9,-52.1,16.04,,12.86,7.87,5.63,9.6,0.76,11.54,8.99,5.0,3.19,4.72,0.36,1526,,1188,1126,1085,1059,636,200,,138,76,51,5,,14.6,40.1,27.8,7.1,5.9,130,360,36,152,107,102,22,-253,66,152,131,45,-70,129,-9,-10,-244,-36,97,29,12,68,17,0,95941.66666666667,3.31,2.32,21.56,32.83,-2770,-18900,-52871,-112450,-659,25208,46097,115431,3377,-9940,-4489,-18053,1.49,-0.14,0.22,-0.38,코스피 화학,FICS  휴대폰 및 관련부품,신규영역에서의 사업기회 확대 기대,"동사는 1994년 4월 15일에 설립되었으며, 2017년 유가증권시장에 주권을 상장함. 현재 국내계열회사 16개사, 해외법인 24개사가 있음. 이차전지 및 디스플레이, 스마트폰, 반도체 공정에서 핵심소재로 사용되는 전자재료용 테이프, 식품포장용 랩(Wrap), 다양한 소비재 상품의 사업포트폴리오를 가짐. 주요 매출처로는 삼성SDC, 삼성SDI, LG화학, 무라타, SK이노베이션, 홈플러스, 이마트, 농협 등이 있음.","2020년 9월 전년동기 대비 연결기준 매출액은 3.1% 증가, 영업이익은 82.3% 증가, 당기순이익은 153.7% 증가. OLED 디스플레이는 스마트폰 폼팩터 다양화(엣지, 폴더블등)에 따라 채용률이 지속 증가하고 있어 동사의 OCA수요가 지속적으로 증가할 것으로 예상됨. 반도체 고집적화에 따른 신규 패키징 공정(FoPLP)의 확대 등 기술 발전과 더불어 신규 반도체용Tape의 수요는 지속될 것으로 전망됨. "
015710,코콤,7340,고가,고가,6541,6269,5802,2012,2263,2515,,,35.35,32.32,23.33,,2.27,2.44,2.89,-11.2,-18.2,14.3,25.6,2.8,-18.5,-22.4,35.4,43.6,-10.1,,,6.06,7.12,12.88,10.92,7.89,,4.87,5.57,10.04,8.7,6.34,,,1189,1339,1636,1431,1139,,,73,82,139,72,,,,152.6,192.5,254.3,39,136,128,86,91,146,47,-45,18,121,151,149,-37,-37,-86,-7,-32,-27,284,215,134,68,81,36,93958.56666666667,-0.41,2.23,5.92,2.09,5369,15081,25025,127219,0,0,0,7488,327,-6644,-15958,-120405,1.87,-0.04,-0.08,-0.69,코스닥 IT H/W,FICS  IT 서비스,주택설비사업부 실적 부진,"1980년 3월 1일 설립되어 스마트 홈 시스템, 비디오도어폰, 도어폰, CCTV 시스템 등의 제조 및 판매를 전문으로 사업을 영위하고 있으며 1997년 9월에 코스닥 증권 시장에 상장함. 코콤 홈 매니저라는 어플리케이션을 자체 개발하여 현재 스마트홈시스템(IoT)을 상용화 중. 매출구성은 주택설비 약 88%, 기타 약 12% 수준이며, CCTV는 미미한 수준임.","2020년 9월 전년동기 대비 연결기준 매출액은 19.8% 감소, 영업이익은 30.2% 감소, 당기순이익은 22.1% 감소. 주택설비사업부 실적 부진에 따라 매출액 감소하였으며, 이의 영향으로 영업수지 및 경상수지 악화된 모습. 영상, 음성, 데이터가 통합된 복합적인 스마트시스템으로 변화함에 따라 지속적인 연구개발 진행중이나 전방산업의 부진으로 실적개선은 다소 시일이 걸릴 전망."
010240,흥국,9310,적정저가,저가,7926,9447,12872,12677,14261,15846,,,17.69,26.39,18.52,,3.1,3.39,1.95,14.0,-11.5,28.8,46.1,-2.5,75.6,-20.2,26.2,71.2,94.7,,,16.61,10.84,14.23,13.25,7.5,,11.7,7.75,10.0,9.43,5.06,,,1191,1045,1180,916,627,,,118,70,83,36,,,,89.1,33.6,51.3,3,59,98,152,98,115,149,39,17,53,108,114,-41,-39,-19,3,-18,-15,160,150,99,10,51,79,913561.7333333333,-2.21,6.64,3.91,15.65,16955,12455,60387,98065,327,327,327,680,-17268,379,-34039,-92313,1.75,-0.62,-0.14,-0.75,코스닥 제조,FICS  기계,비용 절감으로 수익성 개선,"동사는 1974년 10월 17일에 철강단조 등을 주 영업목적으로 설립되었으며, 2009년 5월 12일에 발행주식을 코스닥시장에 상장함. 주요사업 내용은 건설기계의 하부 구동 부품인 Track Roller와 Carrier Roller, Idler, Tension Cylinder 및 단조품 제조임. 건설기계부품 산업은 부가가치가 높은 반면 제작기간과 자본의 회임기간이 길어 많은 설비투자와 운영자금이 소요되는 산업임.","2020년 9월 전년동기 대비 연결기준 매출액은 4.7% 증가, 영업이익은 45.1% 증가, 당기순이익은 60.8% 증가. 인프라 투자 확대와 부동산 시장 반등에 따른 건설기계 수요 증가로 동사 매출액이 소폭 증가함. 철강환봉 등 원재료 가격 변동에 유동적으로 대처하여 영업이익은 큰 폭으로 증가함. 코로나19 확산에 따라 건설기계 산업 성장세가 둔화되고 매출 변동폭이 커질 수 있음."
264660,씨앤지하이테크,13800,적정가,적정저가,10485,11839,14687,12908,14522,16136,,,29.1,10.68,8.46,,2.52,1.7,1.71,-7.5,46.0,17.4,69.6,-6.3,-17.6,19.9,18.1,57.2,44.6,,,13.91,19.05,24.08,40.14,44.15,,11.74,16.18,20.17,27.75,26.16,,,1192,1288,883,752,443,,,98,118,99,55,,,,673.6,2143.5,8417.2,99,235,-3,107,123,99,8,-112,102,49,262,33,-98,52,-264,-37,-10,202,295,389,86,-94,303,-29,52484.86666666667,4.15,3.37,3.37,-5.8,-9882,-13432,-30570,-30581,2003,2003,2003,2904,8329,9377,22829,16185,0.87,0.2,0.24,0.47,코스닥 IT H/W,FICS  반도체 및 관련장비,매출 감소하였으나 재고자산 보유,"동사는 2002년 7월 설립되어 반도체/디스플레이 제조 공정에 필요한 화학 약품을 최종 양산 설비에 공급하는 장치인 CCSS(Central Chemical Supply System)를 주요 제품으로 생산함. 방열기판 사업, 현상액 폐액 재생 사업, 라이닝시트 제조 사업, 베이킹소다 제조 사업 등 신규사업을 추진 중에 있음. 매출은 제품(화약약품 혼합장치/재생장치) 58.5%, 용역(설치/Set-up 외) 10.9% 등으로 구성됨.","2020년 9월 전년동기 대비 별도기준 매출액은 19.9% 감소, 영업이익은 34.1% 감소, 당기순이익은 25.5% 감소. 3분기 매출액은 크게 감소하였지만 재고자산은 17년 이후 가장 높은 수치를 기록함에 따라 4분기 매출 증대 예상. CCSS 혼합 장치에서 90%가량의 시장 점유율을 보이고 있으며, 삼성전자와 SK하이닉스의 신공장 인프라 투자에 따른 실적 증가 전망."
039290,인포뱅크,12850,고가,고가,5178,4620,3746,378,425,473,,,5.73,10.06,13.85,,0.09,0.16,0.69,0.1,-2.1,2.5,8.5,6.3,-25.1,-66.6,-6.3,352.3,-16.1,,,2.78,1.59,5.79,3.22,3.24,,2.17,1.59,4.25,2.53,2.55,,,1196,1195,1220,1191,1098,,,15,8,30,16,,,,42.3,38.5,266.1,44,4,4,20,21,32,-24,17,28,58,30,29,-23,-22,-56,-4,-5,-3,143,113,110,31,2,-29,356404.26666666666,8.9,17.89,10.3,5.76,169208,150938,145793,-27961,4989,4989,4989,8826,-166658,-147707,-136881,42365,1.03,-1.55,-1.69,0.49,코스닥 통신방송서비스,FICS  IT 서비스,매출 소폭 감소,"동사는 유무선 및 방송 통신네트워크 소프트웨어 개발 및 서비스사업을 영위할 목적으로 1995년 6월 14일에 설립되었음. 주요 사업인 모바일메시징서비스 중 대부분의 매출을 차지하는 기업용 문자메시지서비스의 주요 고객은 금융권 외에 포털, 인터넷기업 등 IT 기업 및 유통 관련 기업으로 구성됨. 주요 종속회사는 서비스사업(기업용메시징서비스, 양방향미디어서비스, 스마트카 서비스 등)과 기타사업(S/W 개발 및 솔루션등) 을 진행.","2020년 9월 전년동기 대비 연결기준 매출액은 1.9% 감소, 영업이익은 39% 감소, 당기순이익은 5.1% 증가. 동사 매출은 전년 동기 대비 소폭 감소했으며 원가율은 개선되었으나, 판관비의 부담은 가중되면서 영업이익은 역시 소폭 감소됨. 금융자산평가이익이 소폭 증가하며 당기순이익은 소폭 증가함. 동사는 국내 메시징트래픽의 99% 이상을 수요하고 빠르게 처리하고 있는 빅데이터 기업으로 차량 관제 시스템 구축으로 노하우 취득함."
073110,엘엠에스,10950,,,,,,,,,,,-6.96,15.36,16.68,,1.49,1.43,2.32,-26.7,49.2,-23.9,26.6,-8.0,,-16.2,-42.3,114.4,25.4,,,-16.44,9.17,5.74,8.46,-9.98,,-8.03,5.02,3.35,4.68,-5.43,,,1197,1632,1094,1437,1135,,,-185,111,66,-117,27.6,14.1,0.9,,5.7,5.8,24,-63,177,-48,178,183,-72,241,6,111,-58,235,-163,60,-106,249,-138,-122,475,325,458,150,-134,0,61808.166666666664,1.39,1.39,3.3,-7.98,-4568,-13267,-7466,-38421,0,-248,-248,4296,4501,13467,7205,37651,1.99,0.06,-0.05,0.43,코스닥 IT H/W,FICS  디스플레이 및 관련부품,지속되는 매출감소,"동사는 1999년 2월 설립되었으며, LCD BLU의 핵심부품인 프리즘 시트의 제조, 판매를 주요 사업으로 영위하고 있음. 현재 중소형시장은 약 4천억 규모의 시장으로 동사와 3M사가 양분하는 독과점 시장을 구성하고 있음. 동사는 미쓰비시레이온과 역프리즘시트에 대한 특허 라이선스계약을 체결하여 기존 보유하고 있던 기술에 접목, 프리즘시트의 초고휘도화를 통해 독점적인 시장지배력을 강화해 나갈 계획임.","2020년 9월 전년동기 대비 연결기준 매출액은 19.4% 감소, 영업이익 적자전환, 당기순이익 적자전환. 동사의 분기 기준 단기차입금은 635억원으로 매출원가 및 판관비, 인건비 등의 비용이 큰폭으로 증가됨에 따라 영업이익 및 당기순이익이 적자로 전환됨. 프리즘시트 시장은 수출 의존도가 높은 산업이므로 코로나 사태에 따라 수출감소 등의 매출감소의 주요원인으로 작용한것으로 판단됨."
020710,시공테크,5810,고가,고가,5039,4693,4122,990,1113,1237,,,26.02,10.13,27.27,,1.4,1.67,0.33,-13.4,64.2,-57.9,114.3,11.9,-39.8,,,,,,,4.74,15.13,1.51,21.5,-8.26,,3.37,11.04,1.14,15.62,-6.17,,,1037,1198,730,1731,808,,,52,153,14,-67,,,,43.5,72.8,,-18,129,-222,50,75,-16,68,-54,206,126,146,-92,-160,-74,48,-17,-2,-25,150,208,138,-57,70,-69,118030.93333333333,-2.02,2.83,0.17,2.83,-1190,-60901,-92420,-87111,0,3000,9200,18000,1170,57626,86045,74699,1.71,0.22,0.38,0.42,코스닥 기타서비스,FICS  호텔 및 레저,수익성 소폭 하락,"동사는 1988년 2월 설립된 이래 현재까지 31년간 국내 전시문화산업의 발달사라고 할 수 있을 만큼 수많은 전시문화사업을 수행하여 왔으며 1999년 8월 코스닥시장에 상장함. 박물관, 테마파크 등과 같이 인간의 삶과 문화의 현장에서 창출된 지식과 정보를 보존하고 전시하는 전시문화산업을 하고 있음. 전시문화산업이란 세계의 수많은 박물관과 과학관 등에 채워지는 각종 전시물과 콘텐츠를 창조하는 비즈니스를 말함.","2020년 9월 전년동기 대비 연결기준 매출액은 0.9% 감소, 영업이익은 3.2% 감소, 당기순이익은 11.6% 감소. 전시설계 사업부의 실적은 호조세를 보였으나, 전시관박물관영상 사업부의 국내 판매의 위축으로 매출액은 소폭 감소하였음. 매출감소와 원가상승에 따라 영업이익이 감소하였음. 동사는 독창적인 기획의 지속적인 창조와 연출효과의 극대화를 위한 첨단 전시과학장비의 개발을 통해 매출을 확대해 나갈 전망임."
063080,게임빌,47850,고가,고가,40158,39153,37395,32287,36323,40359,54667,,,,,,,,,11.7,6.5,5.8,-34.1,6.0,,,,,32.1,13.39,6.860254083484573,7.68,5.54,-2.45,3.56,11.88,8.67,4.84,3.14,-1.57,2.58,8.02,1773,1297,1338,1199,1125,1064,1615,388,189,202,136,-59,266,35.3,35.4,22.7,5.6,,,372,3,221,304,-72,164,-67,-75,-57,137,-117,-155,-207,-122,38,89,277,106,147,131,92,17,39,-12,105844.0,0.0,-1.95,8.75,16.99,-19615,-30051,-28417,-127238,11526,38527,61896,178347,7770,-8156,-30474,-61558,4.91,-0.05,-0.31,-0.94,코스닥 IT S/W & SVC,FICS  게임 소프트웨어,원가 효율화 성공,"동사는 모바일게임 및 온라인 네트워크게임 서비스의 제공을 목적으로 2000년 1월 10일 설립되었으며, 2017년 1월 1일자로 지주회사로 전환됨 종속회사를 통해 게임 개발, 서비스업을 영위함. 게임빌컴투스플랫폼, GAMEVIL COM2US USA, Inc. 등을 종속회사로 보유함. 타이니팜, 컴투스 프로야구, 골프스타, 낚시의 신 등이 동사와 종속회사가 보유한 주요 게임임.","2020년 9월 전년동기 대비 연결기준 매출액은 21.8% 증가, 영업이익 흑자전환, 당기순이익은 34.3% 증가. 비용구조 최적화를 실현해 원가를 효과적으로 절감하였으며 4분기 매출 실적이 기대되는 상황. 앱애니에서 발표한 '2020년 모바일 앱 퍼블리셔 순위(수익 기준)'에 따르면 당사와 모회사인 게임빌의 통합 수익이 글로벌 순위 39위, 국내 순위 4위를 기록."
039840,디오,38400,고가,고가,10098,9950,9688,10817,12169,13521,47400,,,,,,,,,-5.6,39.7,-1.0,4.4,22.4,-13.7,330.0,-63.3,-17.1,32.4,16.48,7.356608478802992,7.37,16.97,4.87,7.88,22.24,9.27,3.84,10.27,3.57,5.9,15.35,1523,1237,1201,1272,910,919,880,285,118,112,217,55,205,31.4,35.7,22.6,9.2,14.7,4.4,68,-209,-163,303,340,151,235,549,314,191,96,122,-257,-438,-204,443,249,203,485,115,203,370,-88,119,101935.73333333334,0.0,0.52,-1.92,1.32,20639,59484,66648,25227,-13713,-31497,-49754,-50202,-6924,-27603,-16016,33802,19.8,-0.16,-0.02,0.23,코스닥 제조,FICS  의료 장비 및 서비스,전반적인 외형 축소,"동사는 1988년 설립되어 의료기기와 인공치아용 임플란트 제품을 생산 및 판매하는 사업을 영위함. 동사가 공급하는 주력 제품군은 임플란트, DIONavi., Digtal 교정장치, 디지털 보철솔루션 등 총 4개 부문으로 구분되어 있음. UV 임플란트, 디오나비 임플란트 시술 시스템을 중심으로 원데이 임플란트 보철을 완성할 수 있는 체어 사이드 솔루션등 시술자와 환자의 니즈를 충족하고 시장을 선도하는 기술력을 갖추고 있음.","2020년 9월 전년동기 대비 연결기준 매출액은 6.7% 감소, 영업이익은 25.1% 감소, 당기순이익은 50% 감소. 매출액 감소분 대비 판관비 감소분이 적어지며 영업이익은 감소하였음. 기존 제품 대비 조사시간을 획기적으로 단축하여 사용효율을 크게 향상시킨 UV 조사기와 UV 임플란트 출시로 임플란트 매출 성장의 가속화가 기대됨. 동사는 세계 최초로 풀 디지털 무치악솔루션을 런칭하였음."
053050,지에스이,1700,저가,고가,2260,2169,2014,712,801,890,,,25.53,25.81,28.65,,2.45,2.75,3.92,-11.4,2.1,23.1,4.1,-15.4,-7.4,-23.9,15.1,-11.9,4.9,,,6.14,6.34,8.99,8.4,10.69,,2.67,2.75,3.88,3.52,4.25,,,1208,1364,1335,1085,1042,,,43,43,58,57,27.8,23.9,23.3,13.3,12.6,14.4,-20,2,89,111,103,114,131,101,25,136,120,169,-169,-109,-91,19,-20,-59,24,39,49,-15,-10,18,216037.03333333333,-1.45,1.19,1.49,5.26,-6988,-61697,-109592,2266,0,0,0,6288,6976,61122,105138,-10891,2.17,0.25,0.36,-0.04,,FICS  가스,KTX 신진주역세권 개발 호재 기대,"도시가스공급을 주요사업으로 영위하고있으며 2004년부터는 정부의 CNG버스 보급사업에 동참하여 현재 2곳의 CNG차량충전소를 운영 중임. 공급권역은 경상남도 진주시, 사천시, 함양군, 거창군, 하동군 및 산청군과 합천군 총 5,089.6k제곱미터로 경상남도 총 면적의 48.3%에 해당함. 진주시의 대표적 산업단지로는 상평공단이 있으며 동사는 무림페이퍼, 아이에스동서, 하이트산업 등 대용량 수요처에 산업용 도시가스를 공급하고 있음.","2020년 9월 전년동기 대비 별도기준 매출액은 12.1% 감소, 영업이익은 25.3% 감소, 당기순이익은 23.4% 감소. 2018년 공급권역에 추가된 산청군과 합천군은 2021년 공급개시를 목표로 관련 지자체와 협의중이며 이로 인해 향후 동사의 공급권역이 경상남도내에서 차지하는 비율은 증가할 전망임. 진주혁신도시내 공공기관 입주가 마무리되었으며, KTX 신진주역세권 개발이 진행되는 등 향후 실적 개선으로 이어질 전망임."
024950,삼천리자전거,12500,적정가,적정저가,8884,10300,13378,12066,13575,15083,,,18.35,,,,2.22,,,38.7,9.4,-28.3,-22.2,12.7,,,,-95.6,-61.3,15.95,,15.22,-9.2,-14.59,3.62,7.59,13.16,9.62,-5.39,-9.34,2.04,4.46,1413,1322,1208,871,796,1111,1428,149,,132,-78,-140,76,8.1,64.3,61.3,5.6,,,74,-6,-74,115,-185,-118,40,-179,-43,138,42,-81,316,28,-30,-398,-76,79,82,26,33,56,-7,-32,651813.5333333333,-1.57,-7.06,2.04,28.6,10294,144881,-271861,-279143,-3922,-49950,-8919,77988,11084,-100389,209234,84749,3.95,-0.47,1.33,0.63,코스닥 유통,FICS  레저용품,자전거 판매 호조로 인한 흑자전환,"동사는 각종 자전거의 제조 및 판매업 등을 영위할 목적으로 1979년 03월 29일에 설립되었으며 1995년 01월 04일 코스닥시장에 상장됨. 일반 자전거(산악용, 접이용, 씨티용, 아동용, 경기용, 하이브리드, 미니벨로, 전기자전거, 공공자전거)를 제조하여 국내 대리점 및 대형할인점에 공급하고 있음. 동사는 2020년 12월 9일 재무구조 개선 및 경영 효율화를 위해 자회사 참좋은여행 지분 매각을 결정하였음.","2020년 9월 전년동기 대비 연결기준 매출액은 40.8% 증가, 영업이익 흑자전환, 당기순손실은 88.6% 증가. 퍼스널 모빌리티의 대중화에 따른 전기자전거, 어린이자전거 수요 증가 등으로 매출액이 상당 폭 증가하였음. 판매비와관리비의 감소로 영업이익은 흑자전환하였음. 동사는 급성장하고 있는 퍼스널 모빌리티 시장 선점을 위해 전기자전거 제품 라인업을 강화 중임. 신제품 '팬텀이콘'을 선두로 매출 증가가 기대됨."
